	AgI	Transcript.Cluster.ID
13512325	At5g48660	13512325
13512330	At5g48720	13512330
13512343	At5g48730	13512343
13512348	AMBIgUOUS	13512348
13512352	At5g48780	13512352
13512360	AMBIgUOUS	13512360
13512367	AMBIgUOUS	13512367
13512369	At5g48870	13512369
13512376	At5g48890	13512376
13512378	At5g48900	13512378
13512387	At5g48905	13512387
13512390	At5g48920	13512390
13512394	At5g48940	13512394
13512399	At5g48945	13512399
13512402	At5g48950	13512402
13512407	At5g48960	13512407
13512427	At5g48980	13512427
13512430	At5g48990	13512430
13512434	At5g49000	13512434
13512439	At5g49010	13512439
13512450	At5g49015	13512450
13512457	At5g49020	13512457
13512475	At5g49050	13512475
13512477	At5g49060	13512477
13512482	At5g49110	13512482
13512495	At5g49130	13512495
13512499	At5g49150	13512499
13512521	At5g49160	13512521
13512535	At5g49210	13512535
13512541	At5g49215	13512541
13512549	At5g49220	13512549
13512558	At5g49240	13512558
13512563	At5g49250	13512563
13512565	At5g49260	13512565
13512568	At5g49290	13512568
13512574	At5g49370	13512574
13512580	At5g49380	13512580
13512588	At5g49390	13512588
13512600	At5g49400	13512600
13512604	At5g49410	13512604
13512611	AMBIgUOUS	13512611
13512613	At5g49440	13512613
13512617	AMBIgUOUS	13512617
13512622	At5g49460	13512622
13512639	At5g49470	13512639
13512653	At5g49480	13512653
13512657	At5g49490	13512657
13512659	At5g49510	13512659
13512671	At5g49520	13512671
13512677	At5g49530	13512677
13512693	At5g49590	13512693
13512696	At5g49600	13512696
13512698	At5g49615	13512698
13512701	At5g49640	13512701
13512705	At5g49650	13512705
13512719	At5g49680	13512719
13512743	At5g49700	13512743
13512745	At5g49710	13512745
13512757	At5g49750	13512757
13512772	At5g49760	13512772
13512790	At5g49770	13512790
13512808	At5g49780	13512808
13512821	At5g49810	13512821
13512836	At5g49840	13512836
13512853	At5g49880	13512853
13512872	AMBIgUOUS	13512872
13512883	At5g49940	13512883
13512891	AMBIgUOUS	13512891
13512896	At5g49970	13512896
13512910	AMBIgUOUS	13512910
13512920	At5g50020	13512920
13512932	At5g50030	13512932
13512937	At5g50040	13512937
13512940	At5g50050	13512940
13512944	At5g50060	13512944
13512947	At5g50070	13512947
13512950	At5g50080	13512950
13512955	At5g50090	13512955
13512961	At5g50100	13512961
13512970	At5g50110	13512970
13512979	At5g50115	13512979
13512982	At5g50130	13512982
13512993	At5g50140	13512993
13512996	At5g50160	13512996
13513007	At5g50170	13513007
13513018	At5g50175	13513018
13513022	At5g50180	13513022
13513031	At5g50200	13513031
13513039	At5g50210	13513039
13513049	At5g50240	13513049
13513055	At5g50260	13513055
13513061	At5g50270	13513061
13513065	At5g50280	13513065
13513068	At5g50290	13513068
13513075	At5g50310	13513075
13513096	At5g50345	13513096
13513100	At5g50375	13513100
13513113	AMBIgUOUS	13513113
13513124	AMBIgUOUS	13513124
13513128	AMBIgUOUS	13513128
13513136	At5g50580	13513136
13513149	At5g50590	13513149
13513156	AMBIgUOUS	13513156
13513158	AMBIgUOUS	13513158
13513169	AMBIgUOUS	13513169
13513171	AMBIgUOUS	13513171
13513182	At5g50580	13513182
13513196	At5g50590	13513196
13513203	AMBIgUOUS	13513203
13513205	"ath-MIR405a;b;d"	13513205
13513207	At5g50750	13513207
13513212	At5g50760	13513212
13513216	At5g50780	13513216
13513234	At2g36145	13513234
13513236	At5g50820	13513236
13513241	At5g50830	13513241
13513248	At5g50840	13513248
13513263	At5g50850	13513263
13513280	At5g50890	13513280
13513283	At5g50930	13513283
13513291	At5g50940	13513291
13513301	At5g50950	13513301
13513317	At5g50960	13513317
13513323	At5g50970	13513323
13513334	At5g50990	13513334
13513338	At5g51010	13513338
13513345	At5g51040	13513345
13513354	At5g51050	13513354
13513360	At5g51070	13513360
13513375	At5g51105	13513375
13513379	At5g51120	13513379
13513389	At5g51130	13513389
13513399	At5g51150	13513399
13513410	At5g51160	13513410
13513415	UNIDENtIFIED	13513415
13513417	At5g51180	13513417
13513432	At5g51200	13513432
13513472	At5g51210	13513472
13513477	At5g51230	13513477
13513501	At5g51250	13513501
13513503	At5g51280	13513503
13513508	At5g51340	13513508
13513523	At5g51360	13513523
13513525	At5g51370	13513525
13513531	At5g51380	13513531
13513536	At5g51440	13513536
13513541	At5g51450	13513541
13513558	At5g51451	13513558
13513562	At5g51460	13513562
13513579	At5g51470	13513579
13513584	At5g51480	13513584
13513596	At5g51510	13513596
13513605	At5g51520	13513605
13513607	At5g51540	13513607
13513626	At5g51545	13513626
13513630	At5g51560	13513630
13513637	At5g51570	13513637
13513645	At5g51610	13513645
13513650	At5g51620	13513650
13513658	At5g51630	13513658
13513672	At5g51660	13513672
13513701	At5g51670	13513701
13513706	AMBIgUOUS	13513706
13513711	At5g51720	13513711
13513716	At5g51730	13513716
13513727	At5g51740	13513727
13513733	At5g51750	13513733
13513737	At5g51760	13513737
13513743	At5g51770	13513743
13513745	At5g51780	13513745
13513751	At5g51790	13513751
13513755	At5g51800	13513755
13513762	At5g51812	13513762
13513764	At5g51830	13513764
13513773	At5g51840	13513773
13513782	At5g51845	13513782
13513785	At5g51850	13513785
13513792	At5g51880	13513792
13513798	At5g51930	13513798
13513802	At5g51940	13513802
13513810	At5g51960	13513810
13513815	At5g51970	13513815
13513826	At5g52030	13513826
13513836	At5g52040	13513836
13513848	At5g52050	13513848
13513852	At5g52070	13513852
13513861	At5g52100	13513861
13513874	At5g52160	13513874
13513879	At5g52170	13513879
13513888	At5g52210	13513888
13513899	At5g52240	13513899
13513906	At5g52250	13513906
13513910	At5g52260	13513910
13513915	At5g52280	13513915
13513925	At5g52300	13513925
13513933	At5g52310	13513933
13513940	At5g52340	13513940
13513952	At5g52350	13513952
13513962	At5g52400	13513962
13513967	At5g52410	13513967
13513980	AMBIgUOUS	13513980
13513983	At5g52440	13513983
13513992	At5g52470	13513992
13514002	At5g52470	13514002
13514004	At5g52490	13514004
13514009	At5g52500	13514009
13514013	At5g52510	13514013
13514017	At5g52520	13514017
13514030	At5g52530	13514030
13514039	At5g52560	13514039
13514060	At5g52580	13514060
13514079	At5g52630	13514079
13514081	At5g52640	13514081
13514088	At5g52670	13514088
13514093	At5g52680	13514093
13514097	At5g52690	13514097
13514102	At5g52700	13514102
13514106	At5g52710	13514106
13514114	At5g52720	13514114
13514119	At5g52730	13514119
13514122	At5g52740	13514122
13514125	At5g52750	13514125
13514130	At5g52760	13514130
13514135	At5g52770	13514135
13514138	AMBIgUOUS	13514138
13514160	AMBIgUOUS	13514160
13514162	At5g52820	13514162
13514176	At5g52830	13514176
13514182	AMBIgUOUS	13514182
13514187	At5g52901	13514187
13514189	At5g52920	13514189
13514204	At5g52930	13514204
13514208	At5g52940	13514208
13514212	At5g52960	13514212
13514217	At5g52965	13514217
13514219	At5g52970	13514219
13514227	At5g52975	13514227
13514231	At5g52990	13514231
13514235	At5g53020	13514235
13514240	At5g53030	13514240
13514247	At5g53048	13514247
13514253	AMBIgUOUS	13514253
13514257	At5g53060	13514257
13514266	At5g53070	13514266
13514275	At5g53080	13514275
13514286	At5g53090	13514286
13514296	At5g53100	13514296
13514304	At5g53110	13514304
13514308	At5g53120	13514308
13514326	At5g53140	13514326
13514338	At5g53144	13514338
13514340	At5g53150	13514340
13514345	At5g53160	13514345
13514353	At5g53200	13514353
13514358	At5g53220	13514358
13514365	At5g53230	13514365
13514367	At5g53240	13514367
13514371	At5g53250	13514371
13514376	At5g53280	13514376
13514381	AMBIgUOUS	13514381
13514388	At5g53330	13514388
13514395	At5g53350	13514395
13514411	At5g53360	13514411
13514416	At5g53380	13514416
13514424	At5g53400	13514424
13514432	At5g53410	13514432
13514434	At5g53420	13514434
13514445	At5g53430	13514445
13514469	At5g53450	13514469
13514487	At5g53451	13514487
13514489	At5g53460	13514489
13514513	At5g53470	13514513
13514522	At5g53480	13514522
13514527	At5g53486	13514527
13514535	At5g53510	13514535
13514542	At5g53520	13514542
13514548	At5g53550	13514548
13514560	At5g53560	13514560
13514566	AMBIgUOUS	13514566
13514572	At5g53592	13514572
13514578	At5g53600	13514578
13514580	At5g53610	13514580
13514582	At5g53620	13514582
13514601	At5g53650	13514601
13514606	At5g53660	13514606
13514612	At5g53670	13514612
13514614	At5g53680	13514614
13514618	At5g53690	13514618
13514620	At5g53700	13514620
13514629	At5g53720	13514629
13514632	AMBIgUOUS	13514632
13514642	At5g53750	13514642
13514647	At5g53760	13514647
13514664	At5g53770	13514664
13514679	At5g53790	13514679
13514684	At5g53800	13514684
13514695	At5g53820	13514695
13514701	At5g53830	13514701
13514704	At5g53860	13514704
13514722	At5g53890	13514722
13514727	AMBIgUOUS	13514727
13514731	At5g53902	13514731
13514733	At5g53910	13514733
13514735	At5g53920	13514735
13514744	At5g53960	13514744
13514750	At5g53970	13514750
13514760	At5g53980	13514760
13514763	At5g54062	13514763
13514767	At5g54070	13514767
13514773	AMBIgUOUS	13514773
13514787	At5g54110	13514787
13514797	At5g54130	13514797
13514811	At5g54140	13514811
13514818	At5g54145	13514818
13514822	At5g54160	13514822
13514829	At5g54165	13514829
13514832	At5g54180	13514832
13514837	At5g54210	13514837
13514839	At5g54215	13514839
13514842	At5g54220	13514842
13514845	At5g54225	13514845
13514848	At5g54260	13514848
13514872	AMBIgUOUS	13514872
13514878	At5g54290	13514878
13514893	At5g54320	13514893
13514895	At5g54330	13514895
13514897	At5g54340	13514897
13514899	At5g54350	13514899
13514902	At5g54360	13514902
13514904	At1g21529	13514904
13514906	At5g54370	13514906
13514912	At1g21529	13514912
13514914	At5g54390	13514914
13514921	At5g54400	13514921
13514926	At5g54420	13514926
13514928	At5g54440	13514928
13514952	At5g54480	13514952
13514954	At5g54490	13514954
13514958	At5g54500	13514958
13514967	At5g54530	13514967
13514971	At5g54531	13514971
13514973	At5g54540	13514973
13514980	At5g54550	13514980
13514983	At5g54560	13514983
13514985	At5g54569	13514985
13514991	At5g54580	13514991
13514998	At5g54585	13514998
13515003	At5g54590	13515003
13515015	At5g54600	13515015
13515023	At5g54640	13515023
13515028	At5g54660	13515028
13515033	At5g54670	13515033
13515051	At5g54680	13515051
13515059	At5g54750	13515059
13515068	At5g54760	13515068
13515078	At5g54770	13515078
13515084	At5g54800	13515084
13515091	At5g54820	13515091
13515095	At5g54830	13515095
13515100	At5g54855	13515100
13515105	At5g54860	13515105
13515115	At5g54870	13515115
13515123	At5g54880	13515123
13515127	At5g54890	13515127
13515134	At5g54900	13515134
13515142	At5g54920	13515142
13515158	At5g54970	13515158
13515162	At5g54980	13515162
13515168	At5g54990	13515168
13515170	At5g55000	13515170
13515186	At5g55010	13515186
13515188	At5g55050	13515188
13515196	At5g55056	13515196
13515198	At5g55060	13515198
13515216	At5g55070	13515216
13515231	At5g55110	13515231
13515233	At5g55120	13515233
13515243	At5g55125	13515243
13515248	At5g55131	13515248
13515251	At5g55132	13515251
13515256	At5g55135	13515256
13515260	At5g55140	13515260
13515266	At5g55180	13515266
13515272	At5g55190	13515272
13515282	At5g55200	13515282
13515291	At5g55220	13515291
13515307	At5g55230	13515307
13515321	At5g55240	13515321
13515330	At5g55260	13515330
13515341	At5g55270	13515341
13515345	At5g55410	13515345
13515351	At5g55430	13515351
13515354	At5g55440	13515354
13515359	At5g55450	13515359
13515363	AMBIgUOUS	13515363
13515366	At5g55480	13515366
13515378	At5g55500	13515378
13515384	At5g55508	13515384
13515386	At5g55530	13515386
13515392	At5g55580	13515392
13515400	At5g55590	13515400
13515407	At5g55610	13515407
13515419	At5g55620	13515419
13515423	At5g55630	13515423
13515431	At5g55650	13515431
13515433	At5g55660	13515433
13515448	AMBIgUOUS	13515448
13515463	At5g55720	13515463
13515468	At5g55760	13515468
13515484	At5g55770	13515484
13515486	At5g55780	13515486
13515488	At5g55800	13515488
13515490	At5g55820	13515490
13515500	At5g55830	13515500
13515503	At5g55840	13515503
13515509	At5g55850	13515509
13515516	At5g55855	13515516
13515519	At5g55856	13515519
13515523	At5g55860	13515523
13515529	At5g55900	13515529
13515537	At5g55930	13515537
13515545	At5g55960	13515545
13515550	At5g55970	13515550
13515558	At5g55980	13515558
13515560	At5g55990	13515560
13515572	At5g56010	13515572
13515577	At5g56020	13515577
13515584	At5g56030	13515584
13515591	At5g56040	13515591
13515596	At5g56060	13515596
13515600	At5g56070	13515600
13515603	At5g56075	13515603
13515607	At5g56090	13515607
13515617	At5g56100	13515617
13515620	At5g56110	13515620
13515624	At5g56120	13515624
13515628	At5g56140	13515628
13515638	At5g56150	13515638
13515645	At5g56160	13515645
13515659	At5g56170	13515659
13515665	At5g56190	13515665
13515680	At5g56200	13515680
13515682	At5g56220	13515682
13515686	At5g56270	13515686
13515694	At5g56290	13515694
13515712	At5g56300	13515712
13515718	At5g56310	13515718
13515721	At5g56320	13515721
13515727	At5g56325	13515727
13515732	At5g56330	13515732
13515740	At5g56340	13515740
13515744	AMBIgUOUS	13515744
13515746	At5g56368	13515746
13515749	At5g56369	13515749
13515752	At5g56460	13515752
13515761	At5g56470	13515761
13515764	At5g56490	13515764
13515769	At5g56500	13515769
13515785	At5g56510	13515785
13515791	At5g56520	13515791
13515796	At5g56530	13515796
13515808	At5g56540	13515808
13515812	At5g56560	13515812
13515816	At5g56570	13515816
13515821	At5g56590	13515821
13515828	At5g56610	13515828
13515836	At5g56630	13515836
13515848	At5g56650	13515848
13515855	At5g56660	13515855
13515862	At5g56680	13515862
13515870	At5g56690	13515870
13515874	At5g56700	13515874
13515881	At5g56720	13515881
13515884	At5g56750	13515884
13515897	At5g56790	13515897
13515909	At5g56800	13515909
13515914	At5g56810	13515914
13515918	At5g56820	13515918
13515922	At5g56840	13515922
13515927	At5g56870	13515927
13515944	At5g56910	13515944
13515951	At5g56920	13515951
13515956	At5g56940	13515956
13515962	At5g56950	13515962
13515976	At5g57010	13515976
13515986	At5g57015	13515986
13515999	At5g57020	13515999
13516003	At5g57030	13516003
13516017	AMBIgUOUS	13516017
13516029	At5g57050	13516029
13516038	At5g57060	13516038
13516049	At5g57070	13516049
13516053	At5g57080	13516053
13516056	At5g57090	13516056
13516068	At5g57130	13516068
13516075	At5g57140	13516075
13516081	AMBIgUOUS	13516081
13516095	At5g57180	13516095
13516105	At5g57181	13516105
13516107	At5g57200	13516107
13516122	At5g57220	13516122
13516127	At5g57230	13516127
13516136	AMBIgUOUS	13516136
13516146	At5g57280	13516146
13516158	At5g57310	13516158
13516161	At5g57320	13516161
13516182	At5g57330	13516182
13516193	At5g57340	13516193
13516201	At5g57360	13516201
13516209	At5g57370	13516209
13516213	At5g57391	13516213
13516215	At5g57420	13516215
13516219	At5g57460	13516219
13516223	At5g57520	13516223
13516227	At5g57565	13516227
13516235	At5g57610	13516235
13516247	At5g57620	13516247
13516253	At5g57625	13516253
13516257	At5g57640	13516257
13516261	At5g57655	13516261
13516280	At5g57660	13516280
13516285	At5g57700	13516285
13516296	At5g57710	13516296
13516302	AMBIgUOUS	13516302
13516304	At5g57747	13516304
13516306	At5g57750	13516306
13516308	At5g57760	13516308
13516311	At5g57800	13516311
13516325	At5g57815	13516325
13516331	AMBIgUOUS	13516331
13516335	At5g57860	13516335
13516345	At5g57870	13516345
13516357	AMBIgUOUS	13516357
13516372	At1g77030	13516372
13516374	At5g57920	13516374
13516378	At5g57930	13516378
13516385	At5g57940	13516385
13516396	At5g57950	13516396
13516403	At5g57970	13516403
13516413	At5g58000	13516413
13516423	At5g58003	13516423
13516432	At5g58005	13516432
13516439	At5g58020	13516439
13516443	At5g58040	13516443
13516454	At5g58060	13516454
13516463	At5g58100	13516463
13516490	At5g58110	13516490
13516499	At5g58120	13516499
13516505	AMBIgUOUS	13516505
13516535	At5g58160	13516535
13516551	At5g58180	13516551
13516559	At5g58190	13516559
13516571	At5g58200	13516571
13516581	At5g58210	13516581
13516591	At5g58230	13516591
13516600	At5g58250	13516600
13516606	At5g58270	13516606
13516623	At5g58280	13516623
13516630	At5g58290	13516630
13516639	AMBIgUOUS	13516639
13516645	At5g58320	13516645
13516654	At5g58340	13516654
13516661	At5g58350	13516661
13516672	At5g58370	13516672
13516687	At5g58375	13516687
13516692	At5g58410	13516692
13516708	At5g58412	13516708
13516710	At5g58420	13516710
